A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A68214,924,5,82,IMAGE,109,"The second is beneuolence, and liberalitye to the pore.","The second is benevolence, and liberality to the poor."
A68214,925,5,82,IMAGE,109,Mich. vi. i. Corin. xvi. li.,Mich. vi. i. Corin. xvi. li.
A68214,926,5,82,IMAGE,109,Corinthia. viii. and ix.,Corinth. viii. and ix.
A68214,928,5,83,IMAGE,110,"The thyrde kynde of sacrifice is the mortifiyng of our owne bodyes, and to dye from sinne Rome. xii. Mat. xi.","The Third kind of sacrifice is the mortifiyng of our own bodies, and to die from sin Room. xii. Mathew xi."
A68214,929,5,83,IMAGE,110,"Luke. xiiii. If we studye not daylye to offer these sacrifices to God, we be no christian men.","Luke. xiiii. If we study not daily to offer these Sacrifices to God, we be no christian men."
A68214,931,5,83,IMAGE,111,"Seyng Christian men haue none other sacrifices the these whych maye and oughte to be done wythoute Aulters, there shoulde among Christians be no Aulters.","Sing Christian men have none other Sacrifices the these which may and ought to be done without Altars, there should among Christians be no Altars."
A68214,932,5,83,IMAGE,111,"And therefore it was not wythoute the greate wysedome and knowledge of God, that Christe, hys Apostels,","And Therefore it was not without the great Wisdom and knowledge of God, that Christ, his Apostles,"
A68214,933,5,83,IMAGE,111,"& the primatyue church, lacked Aulters:","& the Primatyue Church, lacked Altars:"
A68214,934,5,83,IMAGE,111,for they knew that the vse of aulters was taken awaye.,for they knew that the use of Altars was taken away.
A68214,935,5,83,IMAGE,111,"It were well then that it myght please the magistrates to tourne the aulters P A G Elxxv into tables, accordynge to the fyrste institucio of Christe, to take awaye the false perswasion of the people they haue of sacrifices to be done vpon the aulters.","It were well then that it might please the Magistrates to turn the Altars PAGElxxv PAGElxxv PAGElxxv PAGElxxv into tables, according to the First Institution of Christ, to take away the false persuasion of the people they have of Sacrifices to be done upon the Altars."
A68214,936,5,83,IMAGE,111,"For as longe as the aulters remayne boeth the ignoraunte people, and the ignoraunte, and euyll perswaded priest, wyl dreame alwayes of sacrifice.","For as long as the Altars remain both the ignorant people, and the ignorant, and evil persuaded priest, will dream always of sacrifice."
A68214,937,5,83,IMAGE,111,Therfore were it best that the Magistrates remoued al the monumetes and tokens of Idololatrye and supersticion.,Therefore were it best that the Magistrates removed all the monumetes and tokens of Idolatry and Superstition.
A68214,938,5,83,IMAGE,111,Then shoulde the true relegion of god the soner take place. They Uowe.,Then should the true Religion of god the sooner take place. They Voelli.
A68214,939,5,84,IMAGE,112,"T Ost lyke they vowed to goo to Hierusalem, there to manifeste the myghtye power of God to the people, and to giue thakes vnto the Lorde accordinge to the lawe and maner of Moses decrees.","tossed tossed like they vowed to goo to Jerusalem, there to manifest the mighty power of God to the people, and to give Takes unto the Lord according to the law and manner of Moses decrees."
A68214,940,5,84,IMAGE,112,"Lest we shuld erre in the nature & condition of a vowe, there be thre thynges to be noted.","Lest we should err in the nature & condition of a Voelli, there be Three things to be noted."
A68214,941,5,84,IMAGE,112,"To whome the vowe is made, what is vowed, and who it is that maketh the vowe.","To whom the Voelli is made, what is vowed, and who it is that makes the Voelli."
A68214,943,5,84,IMAGE,113,"The vowe shuld be made vnto the Lorde, as Esaye the Prophete sayth, Chapter.xix. they shall make their vowes to the Lord.","The Voelli should be made unto the Lord, as Isaiah the Prophet say, Chapter xix they shall make their vows to the Lord."
A68214,944,5,84,IMAGE,113,The thynge vowed may not be contrarye to anye of the two tables wythin.,The thing vowed may not be contrary to any of the two tables within.
A68214,945,5,84,IMAGE,113,Exod. xx. Deut. v. He that voweth must be suche a one as is able to pay and satysfye hys vowe.,Exod xx. Deuteronomy v. He that Voweth must be such a one as is able to pay and satisfy his Voelli.
A68214,946,5,84,IMAGE,113,"So Saint Paule aduised the yonger wydowes to marye, perceiuing how vntuly and vehemet P A G Elxxvi the passions of yong age was, that they were not apt to lyue sole, nor to keepe their vowe, if they shulde vowe so to do.","So Saint Paul advised the younger Widows to mary, perceiving how vntuly and Vehement PAGElxxvi PAGElxxvi PAGElxxvi PAGElxxvi the passion of young age was, that they were not apt to live sole, nor to keep their Voelli, if they should Voelli so to do."
A68214,948,5,84,IMAGE,114,"Now foloweth the second mebre of the oracion, how Ionas beynge caste into the sea, was receiued of the whale:","Now Followeth the second mebre of the oration, how Jonah being cast into the sea, was received of the whale:"
A68214,949,5,84,IMAGE,114,and it be ginneth the seconde chapter of the Prophet in thys wyse.,and it be begins the seconde chapter of the Prophet in this wise.
A68214,951,5,84,IMAGE,115,But the Lorde prepared a greate fyshe that shulde deueur Ionas.,But the Lord prepared a great Fish that should deueur Jonah.
A68214,952,5,84,IMAGE,115,"And Ionas was in the fyshes bealy thre dayes, and thre nyghtes.","And Jonah was in the fishes bealy Three days, and Three nights."
A68214,954,5,84,IMAGE,116,The texte conteyneth two thynges.,The text Containeth two things.
A68214,955,5,84,IMAGE,116,"Fyrste that the fyshe prepared by the Lorde, swalowed vp Ionas.","First that the Fish prepared by the Lord, swallowed up Jonah."
A68214,957,5,85,IMAGE,117,"The seconde, how long time Ionas was in the fyshes belye.","The seconde, how long time Jonah was in the fishes belie."
A68214,958,5,85,IMAGE,117,"The thynges to be noted in the fyrste mebre, be also two in numbre.","The things to be noted in the First mebre, be also two in numbered."
A68214,959,5,85,IMAGE,117,"Fyrste is declared the wonderful pitye, and mercye of God, that can and wyll healpe the afflicte in the dayes of theyr affliccions.","First is declared the wondered pity, and mercy of God, that can and will help thee afflict in the days of their afflictions."
A68214,960,5,85,IMAGE,117,"Ionas thought none other but to dy, and so dyd the Mariners:","Jonah Thought none other but to die, and so did the Mariners:"
A68214,961,5,85,IMAGE,117,for they besought God not to requyre the innocentes bloud at theyr handes.,for they besought God not to require the innocentes blood At their hands.
A68214,962,5,85,IMAGE,117,But the Lorde that is redye to helpe as many as cal vpon hym.,But the Lord that is ready to help as many as call upon him.
A68214,963,5,85,IMAGE,117,Psalm. viii. and.ix. lefte not hys penitente and afflicted seruaunt Ionas but preserued hys lyfe though it were wyth trouble.,Psalm. viii. and ix left not his penitent and afflicted servant Jonah but preserved his life though it were with trouble.
A68214,964,5,85,IMAGE,117,"Thus wyll he do wyth all those that be the Ionasses of thys realm P A G Elxxvii in case thei repent, though thei shoulde be cast from al the honoure, and offyces they haue:","Thus will he do with all those that be the Jonah of this realm PAGElxxvii PAGElxxvii PAGElxxvii PAGElxxvii in case they Repent, though they should be cast from all the honour, and Offices they have:"
A68214,965,5,85,IMAGE,117,"better it were to lose them with the fauoure of GOD, then to kepe theym wyth goddes dyspleasure, as zacheus dyd. Lu. ix. Iacob. Gen. xxviii.","better it were to loose them with the favour of GOD, then to keep them with God's displeasure, as Zacchaeus did. Lu. ix. Jacob. Gen. xxviii."
A68214,966,5,85,IMAGE,118,"The meanes howe God saueth the afflicted be vnknowe vnto man, and manne shoulde not be curiouse to searche to muche for the knoweledge of theym, but commende theym to God.","The means how God Saveth the afflicted be unknown unto man, and man should not be curious to search to much for the knowledge of them, but commend them to God."
A68214,967,5,85,IMAGE,118,"For manye tymes God vseth those for lyfe, that ma iudgeth shulde leade vnto death.","For many times God uses those for life, that ma Judgeth should lead unto death."
A68214,968,5,85,IMAGE,118,"So was Ionas saued by the deuoutynge mouthe of the whale, whyche semed vnto Ionas reason rather a present meanes vnto death.","So was Jonah saved by the deuoutynge Mouth of the whale, which seemed unto Jonah reason rather a present means unto death."
A68214,969,5,86,IMAGE,118,"So vsed he the cribbe of Moyses,","So used he the crib of Moses,"
A68214,970,5,86,IMAGE,118,And the wounderfull passage of the children of Israel through the reade sea.,And the wonderful passage of the children of Israel through the read sea.
A68214,971,5,86,IMAGE,118,"If we pourge and clense oure knoweledge, religion, and maners, the lord wyll fynde meanes sufficyente to saue vs:","If we purge and cleanse our knowledge, Religion, and manners, the lord will find means sufficyente to save us:"
A68214,972,5,86,IMAGE,118,whyche we maye not appoynte to oure selues but commende them to the prouydence of God.,which we may not appoint to our selves but commend them to the providence of God.
A68214,973,5,86,IMAGE,118,"For by the same wayes yt we seake manye tymes the fauoure of God, and oure commoditye, we find hys dyspleasure, and our own dystruccion.","For by the same ways that we seek many times the favour of God, and our commodity, we find his displeasure, and our own dystruccion."
A68214,974,5,86,IMAGE,118,"As Saule dyd.i. Regum.xv. that sacriificed wythoute the commaundemente of God, purchased the seuere, and iuste ire of God.","As Saule did i Regum xv that sacriificed without the Commandment of God, purchased the severe, and just ire of God."
A68214,975,5,86,IMAGE,118,"The Israelites that of good meanynge and intencion fasted,","The Israelites that of good meaning and intention fasted,"
A68214,976,5,86,IMAGE,118,"P A G Elxxviii zacha.vii. and sought by that meanes gods good wyll, they founde hys dyspleasure.","PAGElxxviii PAGElxxviii PAGElxxviii PAGElxxviii Zacchaeus vii and sought by that means God's good will, they found his displeasure."
A68214,977,5,86,IMAGE,118,"Cayp has soughte by councell Iho. xi. to haue oppressed the procedinges of Christ, and oppressed hym selfe,","Cape has sought by council Who xi. to have oppressed the proceedings of christ, and oppressed him self,"
A68214,978,5,86,IMAGE,118,& the whole state of the common wealth also.,& the Whole state of the Common wealth also.
A68214,979,5,86,IMAGE,118,"C^cero Rome, Demostenes Athens, eche put their comune wealthe in daunger, by theyr beste aduised counsell, for the preseruacion thereof.","Cicero Rome, Demosthenes Athens, eke put their Common wealth in danger, by their best advised counsel, for the preservation thereof."
A68214,980,5,86,IMAGE,118,"And so shall all the Ionasses, extorcioners, oppressours, deceiuers, flatterers, and other of thys Realme, come into extreme pouertie by the same meanes thei seeke ryches:","And so shall all the Jonah, extortioners, Oppressors's, deceivers, Flatterers, and other of this Realm, come into extreme poverty by the same means they seek riches:"
