A72490,0,3,8,IMAGE,0,A Sermon.,A Sermon.
A73502,49,5,9,IMAGE,4,<NOTE> let Christes glorious resurrection declare hym the thynge.,let Christ's glorious resurrection declare him the thing.
A73502,50,5,9,IMAGE,4,Yf death coulde not kepe Christ vnder his dominion but that he arose again:,If death could not keep christ under his dominion but that he arose again:
A73502,51,5,9,IMAGE,4,it is manyfest that hys power was ouercome.,it is manifest that his power was overcome.
A73502,52,5,9,IMAGE,4,"Yf death be coquered: than must it folowe, yt sinne, wherfore death was appoynted as the wages:","If death be coquered: than must it follow, that sin, Wherefore death was appointed as the wages:"
A73502,53,5,9,IMAGE,4,"must be also destroyed. Yf death and synne be vanished away, then is the deuels tyrannye resysted whyche had the power of death and was the author of sinne and the ruler of hell.","must be also destroyed. If death and sin be vanished away, then is the Devils tyranny resisted which had the power of death and was the author of sin and the ruler of hell."
A73502,54,5,9,IMAGE,4,"Yf Christe had the victory of them all by the power of hys death, and openly proued it by hys valiaut resurrection, as it was not possible for hys great myght to be subdued of them,","If Christ had the victory of them all by the power of his death, and openly proved it by his valiaut resurrection, as it was not possible for his great might to be subdued of them,"
A73502,55,5,9,IMAGE,4,& than thys true that Christe dyed for oure synnes and rose agayne for our iustification:,& than this true that Christ died for our Sins and rose again for our justification:
A73502,56,5,9,IMAGE,4,"why may not we that be hys members by true fayth reioyce and boldly saye wyth the prophete Osee & the Apostle Paule,","why may not we that be his members by true faith rejoice and boldly say with the Prophet Hosea & the Apostle Paul,"
A73502,57,5,9,IMAGE,4,<NOTE> where is thy darte O death?,where is thy dart Oh death?
A73502,58,5,9,IMAGE,4,where is thy victory O hell?,where is thy victory Oh hell?
A73502,59,5,9,IMAGE,4,"Thankes be vnto God, saye they, whyche hath gyuen vs the victory by our Lord Christ Iesus.","Thanks be unto God, say they, which hath given us the victory by our Lord christ jesus."
A73502,60,5,9,IMAGE,4,"Thys myghtye conquest of hys resurrection was not only sygnifyed afore by dyuerse fygures of the olde testament, as by Sampson, whan he slewe the Lyon,","This mighty conquest of his resurrection was not only sygnifyed afore by diverse figures of the old Testament, as by Sampson, when he slew the lion,"
A73502,61,5,9,IMAGE,4,"<NOTE> out of whose mouth, came out swetnes and hony, and as Dauid bare his fygure, whan he delyuered ye lambe out of the Lyons mouth, and whan he ouercame, <NOTE>","out of whose Mouth, Come out sweetness and honey, and as David bore his figure, when he Delivered you lamb out of the Lyons Mouth, and when he overcame,"
A73502,62,5,9,IMAGE,4,"& slewe the great gyant Goliath, and as whan Ionas was swalowed vp of the whales mouth and cast vp agayne on londe to lyue:","& slew the great giant Goliath, and as when Jonah was swallowed up of the Whale's Mouth and cast up again on land to live:"
A73502,63,5,9,IMAGE,4,"but was also moost clerely prophecied by the prophetes of the olde testament,","but was also most clearly prophesied by the Prophets of the old Testament,"
A73502,64,5,9,IMAGE,4,& in the newe also confirmed by the Apostles.,& in the new also confirmed by the Apostles.
A73502,65,5,9,IMAGE,4,He hath spoyled (sayeth saynt Paule) rule and power and all the dominion of our spirituall enemyes.,He hath spoiled (Saith saint Paul) Rule and power and all the dominion of our spiritual enemies.
A73502,66,5,9,IMAGE,4,<NOTE> He hath made a shewe of them openlye and hath triumphed ouer them in hys owne person.,He hath made a show of them openly and hath triumphed over them in his own person.
A73502,67,5,9,IMAGE,4,"Thys is the myghty power of the Lorde, whome we beleue on.","This is the mighty power of the Lord, whom we believe on."
A73502,68,5,9,IMAGE,4,"By hys death hath he wrought thys victorye for vs, and by hys resurrection hathe he purchased euerlastynge lyfe & ryghtuousnes for vs.","By his death hath he wrought this victory for us, and by his resurrection hath he purchased everlasting life & righteousness for us"
A73502,69,5,9,IMAGE,4,It had not ben ynough to be delyuered by hys death from synne:,It had not been enough to be Delivered by his death from sin:
A73502,70,5,9,IMAGE,4,"excepte by hys resurrection, we had ben endowed wyth ryghtuousnes.","except by his resurrection, we had been endowed with righteousness."
A73502,71,5,10,IMAGE,4,"And it shulde not auayle vs to be delyuered from death, except he had rysen agayne, to open for vs the gates of heuen to enter into lyfe euerlastinge And therfore saynte Peter thanketh God the father of our Lorde Iesus Christ for hys abundaunt mercy,","And it should not avail us to be Delivered from death, except he had risen again, to open for us the gates of heaven to enter into life everlasting And Therefore faint Peter thanketh God the father of our Lord jesus christ for his abundant mercy,"
A73502,72,5,10,IMAGE,4,"<NOTE> bycause he hath begotte vs (sayeth he) vnto a lyuely hope by the resurrection of Iesus Christe from death, to enioye an inheritaunce immortal that shal neuer perysh, whych is reserued in heauen for them that be kepte by the power of God thorowe fayth.","Because he hath begotten us (Saith he) unto a lively hope by the resurrection of jesus Christ from death, to enjoy an inheritance immortal that shall never perish, which is reserved in heaven for them that be kept by the power of God thorough faith."
A73502,73,5,10,IMAGE,4,Thus hath hys resurrection wrought for vs lyfe & ryghtuousnes.,Thus hath his resurrection wrought for us life & righteousness.
A73502,74,5,10,IMAGE,4,"He passed thorowe death and hell to put vs in good hope, that by hys strength we shall do the same.","He passed thorough death and hell to put us in good hope, that by his strength we shall do the same."
A73502,75,5,10,IMAGE,4,"He payde the raunsome of synne, that it shulde not be layde to our charge.","He paid the ransom of sin, that it should not be laid to our charge."
A73502,76,5,10,IMAGE,4,"He destroyed the deuell and all hys tyranny and openlye triumphed ouer hym, and toke awaye from hym all hys captiues,","He destroyed the Devil and all his tyranny and openly triumphed over him, and took away from him all his captives,"
A73502,77,5,10,IMAGE,4,& hath raysed & set them wych hymselfe amonges the heauenly cytesins aboue.,& hath raised & Set them which himself among the heavenly cytesins above.
A73502,78,5,10,IMAGE,4,"<NOTE> He dyed to destroy the rule of the deuell in vs and rose agayne to sende downe his holy spirite to rule in our hartis, to endow vs wyth perfyte ryghtuousnes.","He died to destroy the Rule of the Devil in us and rose again to send down his holy Spirit to Rule in our hearts, to endow us with perfect righteousness."
A73502,79,5,10,IMAGE,4,Thus is it true that Dauid songe.,Thus is it true that David song.
A73502,80,5,10,IMAGE,4,"<i> Veritas de terra orta est, </i>","Veritas de terra orta est,"
A73502,81,5,10,IMAGE,4,<i> & iustitia de coelo prospexit. </i>,& iustitia de coelo prospexit.
A73502,82,5,10,IMAGE,4,"<NOTE> The truth of goddes promyse is in erth to man declared, or from the earth is the euerlastynge veritie goddes sonne rysen to lyfe: <NOTE> & the true ryghtuousnes of the holy goost lokynge out of heauen & is in moost lyberall larges dealt vpon all the worlde.","The truth of God's promise is in earth to man declared, or from the earth is the everlasting verity God's son risen to life: & the true righteousness of the holy ghost looking out of heaven & is in most liberal largess dealt upon all the world."
A73502,83,5,10,IMAGE,4,Thus is glorye and prayse reboundinge vpwarde to god aboue for hys mercy and truth:,Thus is glory and praise rebounding upward to god above for his mercy and truth:
A73502,84,5,10,IMAGE,4,& thus is peace come downe fro heue to me of good & faithfull hartes.,& thus is peace come down from heaven to me of good & faithful hearts.
A73502,85,5,10,IMAGE,4,"<NOTE> Thus is mercye and veritie as Dauid wryteth, met together,","Thus is mercy and verity as David writes, met together,"
A73502,86,5,10,IMAGE,4,"<NOTE> thus is peace and ryghtuousnes, embrasynge and kyssynge themselfe together.","thus is peace and righteousness, embracing and kissing themselves together."
A73502,87,5,10,IMAGE,4,"Yf thou doutest of so great felicitie that is wrought for the O man, cal to thy mynde, that therfore haste thou receyued into thyne owne possession, the euerlastynge veritie our Sauiour Iesus Christe in forme of breade to confirme to thy conscience the truthe of all thys matter.","If thou doubtest of so great felicity that is wrought for the Oh man, call to thy mind, that Therefore haste thou received into thine own possession, the everlasting verity our Saviour jesus Christ in Form of bread to confirm to thy conscience the truth of all this matter."
A73502,88,5,10,IMAGE,4,"Thou hast receyued hym: yf in true fayth and repentaunce of harte thou haste receyued hym, yf in purpose of amendement thou haste receyued hym for an euerlastinge gage and pledge of thy saluation.","Thou hast received him: if in true faith and Repentance of heart thou haste received him, if in purpose of amendment thou haste received him for an everlasting gage and pledge of thy salvation."
